pop_size: 5000, generations: 600, Px: 0.75, Pm: 0.2, Tour: 5, Elite: 0.002
1; 450123; 496155; 541954;
2; 439113; 482020; 522673;
3; 436460; 472402; 511865;
4; 426030; 464144; 504795;
5; 422189; 457181; 494858;
6; 417994; 450539; 496642;
7; 411591; 444283; 490374;
8; 409437; 439045; 482127;
9; 402819; 433754; 482406;
10; 394288; 428569; 476801;
11; 392008; 424550; 470828;
12; 390019; 419708; 460680;
13; 385250; 414925; 457774;
14; 379742; 410321; 456759;
15; 378079; 406391; 449807;
16; 372730; 402542; 444717;
17; 371989; 398924; 442860;
18; 361294; 395384; 446227;
19; 361294; 391365; 439323;
20; 356768; 388141; 436067;
21; 339353; 384938; 428459;
22; 339353; 382316; 429974;
23; 338282; 378985; 428799;
24; 337351; 375498; 424834;
25; 334200; 371130; 419255;
26; 334200; 366106; 417359;
27; 331147; 358920; 419294;
28; 328931; 349127; 394065;
29; 324359; 341953; 382575;
30; 323820; 338404; 360402;
31; 319908; 335621; 357845;
32; 318335; 332856; 355688;
33; 311689; 330017; 355213;
34; 309218; 327088; 351726;
35; 306067; 324177; 347402;
36; 302752; 321187; 345483;
37; 300405; 318371; 346282;
38; 297735; 315107; 340806;
39; 292673; 312191; 340262;
40; 292015; 309710; 338212;
41; 288949; 307259; 337464;
42; 286696; 304957; 335194;
43; 283846; 302451; 326112;
44; 281394; 299958; 328040;
45; 278214; 297831; 327736;
46; 272446; 295571; 323812;
47; 270580; 293200; 323337;
48; 270580; 290826; 320972;
49; 269943; 288523; 319764;
50; 265174; 286338; 316627;
51; 265174; 284397; 314321;
52; 264289; 282033; 316708;
53; 261098; 279571; 307667;
54; 260999; 277022; 310693;
55; 259036; 274863; 308024;
56; 255723; 273500; 302809;
57; 254251; 271717; 305358;
58; 253079; 269835; 299269;
59; 252813; 267771; 300307;
60; 251735; 265601; 302296;
61; 249383; 263545; 294356;
62; 244559; 261426; 290098;
63; 244559; 259105; 296581;
64; 239415; 257142; 286954;
65; 239363; 255039; 284736;
66; 237705; 252916; 276361;
67; 237646; 251143; 272457;
68; 235529; 249486; 270663;
69; 233109; 247757; 272404;
70; 230462; 246151; 264897;
71; 226721; 244640; 268587;
72; 226721; 242803; 263598;
73; 226339; 241427; 265086;
74; 224042; 240139; 262335;
75; 221996; 238848; 262771;
76; 221558; 237466; 261618;
77; 220668; 236119; 261719;
78; 219528; 234416; 261302;
79; 219063; 232836; 258254;
80; 214619; 231502; 259065;
81; 214280; 229851; 252867;
82; 213057; 228283; 252387;
83; 210555; 226817; 250180;
84; 209821; 225484; 247731;
85; 209821; 224147; 248654;
86; 208102; 222850; 248030;
87; 208057; 221783; 250506;
88; 206427; 220220; 242655;
89; 206427; 218880; 240671;
90; 204871; 217610; 241531;
91; 203749; 216315; 240702;
92; 202933; 215292; 239896;
93; 200711; 214027; 235868;
94; 199630; 212898; 239174;
95; 199576; 211812; 234029;
96; 196290; 210627; 237459;
97; 195987; 209264; 237485;
98; 194199; 208101; 230492;
99; 194199; 206599; 232559;
100; 193798; 205008; 227144;
101; 192893; 203639; 225536;
102; 192587; 202483; 225807;
103; 189950; 201648; 220452;
104; 189865; 200913; 222050;
105; 189080; 200178; 222062;
106; 184882; 199224; 222168;
107; 184367; 197981; 220856;
108; 184100; 196579; 217976;
109; 182640; 195348; 221185;
110; 181596; 193976; 219050;
111; 180088; 192514; 216300;
112; 180077; 191151; 210042;
113; 175233; 189853; 211541;
114; 175233; 188743; 206187;
115; 175168; 187597; 206195;
116; 173129; 186440; 205330;
117; 173129; 185634; 206171;
118; 172537; 184686; 208619;
119; 171235; 183462; 202274;
120; 171235; 182367; 201134;
121; 170462; 181121; 201669;
122; 170119; 179886; 201457;
123; 168347; 178860; 198222;
124; 165538; 177795; 195486;
125; 165538; 176794; 197434;
126; 165538; 175830; 194940;
127; 165538; 175107; 193573;
128; 164437; 174198; 192336;
129; 162152; 173086; 191148;
130; 160926; 171773; 192647;
131; 160151; 170279; 190146;
132; 159501; 168769; 190901;
133; 159274; 167655; 183671;
134; 157896; 166852; 182427;
135; 157656; 166212; 182634;
136; 155442; 165442; 183559;
137; 152966; 164590; 181687;
138; 152966; 163804; 178338;
139; 151652; 162934; 181792;
140; 151652; 161876; 182521;
141; 151652; 160776; 177993;
142; 150985; 159629; 180281;
143; 149753; 158622; 176827;
144; 148541; 157546; 172030;
145; 147192; 156715; 174630;
146; 147192; 155865; 174311;
147; 146954; 155033; 170828;
148; 146405; 154013; 174605;
149; 145056; 152852; 171612;
150; 143738; 151528; 169269;
151; 143597; 150257; 164360;
152; 141873; 149334; 164789;
153; 140315; 148440; 160355;
154; 140315; 147796; 159922;
155; 139592; 147016; 156929;
156; 139592; 146092; 159505;
157; 138958; 145137; 158154;
158; 137750; 144413; 156262;
159; 136733; 143710; 154805;
160; 135213; 142988; 155143;
161; 134718; 142223; 154963;
162; 133581; 141409; 157142;
163; 132017; 140583; 156530;
164; 131818; 139803; 152602;
165; 131818; 138876; 154615;
166; 129622; 137904; 152066;
167; 129573; 137050; 151645;
168; 129573; 136161; 148453;
169; 128394; 135364; 149361;
170; 128394; 134687; 148068;
171; 127805; 134013; 146343;
172; 127492; 133436; 146259;
173; 127438; 132862; 145256;
174; 126446; 132246; 146395;
175; 126178; 131605; 146524;
176; 125178; 130959; 144056;
177; 124618; 130345; 144370;
178; 124614; 129984; 141992;
179; 123969; 129441; 142412;
180; 122743; 128802; 142568;
181; 122572; 128185; 141050;
182; 121780; 127634; 141463;
183; 121145; 127212; 139154;
