pop_size: 2000, generations: 320, Px: 0.75, Pm: 0.2, Tour: 5, Elite: 0.04
1; 221901; 257178; 288284;
2; 216815; 246000; 278662;
3; 209858; 238034; 267605;
4; 208205; 231279; 265893;
5; 204122; 225278; 256417;
6; 191623; 220221; 253192;
7; 191291; 215384; 246414;
8; 187244; 211327; 242352;
9; 181870; 206914; 235680;
10; 180743; 202415; 234620;
11; 177564; 198338; 229970;
12; 175981; 194070; 223442;
13; 174655; 190619; 215016;
14; 170985; 187099; 215871;
15; 169663; 184162; 211021;
16; 167867; 181887; 208008;
17; 164133; 179513; 207886;
18; 163719; 177391; 205935;
19; 159948; 175455; 198246;
20; 156703; 173558; 202267;
21; 155369; 171787; 197738;
22; 155369; 170017; 196257;
23; 150624; 167907; 195328;
24; 149055; 166028; 199932;
25; 149055; 164056; 192870;
26; 148385; 162343; 189350;
27; 147640; 159724; 184425;
28; 146250; 157809; 187112;
29; 143495; 155426; 182051;
30; 143060; 153346; 175096;
31; 141779; 152063; 174764;
32; 139009; 151051; 170682;
33; 139009; 150233; 173660;
34; 135463; 148798; 171588;
35; 135463; 147633; 172856;
36; 133739; 146054; 172239;
37; 132436; 144636; 173804;
38; 130977; 143242; 169318;
39; 126834; 141730; 163747;
40; 125403; 140362; 168508;
41; 125403; 138917; 166471;
42; 123468; 137407; 162069;
43; 122249; 135886; 157786;
44; 121974; 133654; 155017;
45; 120910; 131763; 150693;
46; 119512; 129781; 151163;
47; 118914; 127851; 147534;
48; 117660; 126263; 142410;
49; 115464; 124946; 142189;
50; 114387; 123984; 143279;
51; 113974; 123064; 140380;
52; 113599; 121901; 140538;
53; 110972; 120900; 139548;
54; 109979; 119849; 137606;
55; 107674; 118848; 136432;
56; 107674; 117699; 134938;
57; 106521; 116125; 132841;
58; 105849; 114662; 128412;
59; 105363; 113445; 129906;
60; 103660; 111958; 126274;
61; 100319; 110573; 124452;
62; 100319; 109164; 123035;
63; 100319; 107841; 120295;
64; 99243; 106621; 120869;
65; 99243; 105496; 116210;
66; 97823; 104258; 115979;
67; 97823; 102786; 116939;
68; 96797; 101430; 114623;
69; 96100; 100721; 114078;
70; 95870; 100146; 111388;
71; 94776; 99757; 110680;
72; 93514; 99115; 108332;
73; 92698; 98468; 109612;
74; 91124; 97791; 110942;
75; 89754; 96946; 109235;
76; 89754; 95996; 109585;
77; 88487; 94910; 106877;
78; 87695; 93787; 105332;
79; 86650; 92736; 103237;
80; 85061; 91901; 103501;
81; 85061; 91006; 103248;
82; 83839; 90047; 103322;
83; 82270; 89026; 101864;
84; 81768; 88143; 101697;
85; 81250; 87172; 99468;
86; 79765; 85873; 99855;
87; 79380; 84513; 95982;
88; 78863; 83481; 93181;
89; 77279; 82505; 95150;
90; 76705; 81598; 91300;
91; 76243; 80662; 91571;
92; 75551; 79853; 90104;
93; 75174; 79027; 88619;
94; 74444; 78245; 87062;
95; 74055; 77671; 86771;
96; 73505; 77144; 87242;
97; 73209; 76577; 85034;
98; 71670; 75950; 85429;
99; 71523; 75319; 85143;
100; 70547; 74828; 85243;
101; 70547; 74165; 85524;
102; 69646; 73645; 82995;
103; 69646; 72922; 82947;
104; 69062; 72220; 83564;
105; 69038; 71616; 81253;
106; 68213; 71084; 81109;
107; 67446; 70621; 79697;
108; 67319; 70047; 78453;
109; 66835; 69514; 77817;
110; 65908; 68962; 76688;
111; 65662; 68604; 77299;
112; 65662; 68040; 76099;
113; 64881; 67558; 74997;
114; 64881; 67126; 74700;
115; 64850; 66524; 74010;
116; 63667; 66353; 73614;
117; 63667; 66317; 75734;
118; 62674; 66006; 76139;
119; 62537; 65619; 77990;
120; 61489; 65266; 75460;
121; 61489; 64639; 73368;
122; 61412; 63883; 71829;
123; 60648; 63375; 72864;
124; 60531; 63071; 73770;
125; 60219; 62591; 71534;
126; 59857; 62049; 70600;
127; 59777; 61781; 69592;
128; 59307; 61517; 69490;
129; 58852; 61148; 69598;
130; 58279; 60878; 70369;
131; 57596; 60570; 69092;
132; 57596; 60148; 68724;
133; 57455; 59518; 68978;
134; 57289; 58951; 67492;
135; 57026; 58424; 65967;
136; 56948; 58109; 65784;
137; 56572; 57895; 66162;
138; 56459; 57761; 64928;
139; 56001; 57599; 65350;
140; 55523; 57304; 64564;
