pop_size: 4000, generations: 600, Px: 0.75, Pm: 0.2, Tour: 30, Elite: 0.04;;;
303;24381;24938;30795
304;24323;24884;29081
305;24163;24748;29063
306;23958;24713;30742
307;23733;24566;28771
308;23561;24422;28784
309;23417;24187;28345
310;23336;23989;28325
311;23290;23816;30597
312;23239;23741;29300
313;23158;23661;27905
314;23081;23599;27763
315;23050;23507;27846
316;23001;23437;27638
317;22912;23389;29690
318;22843;23358;29676
319;22745;23367;28993
320;22677;23454;29530
321;22586;23413;30651
322;22436;23392;29521
323;22436;23192;29194
324;22304;23040;28780
325;22295;22883;30079
326;22176;22767;27971
327;22113;22685;27738
328;22045;22590;30853
329;22007;22529;29998
330;21965;22560;28510
331;21894;22454;28147
332;21793;22404;28000
333;21722;22369;27719
334;21651;22312;27923
335;21600;22222;28540
336;21539;22023;27296
337;21483;21960;26180
338;21439;21900;26076
339;21363;21851;26054
340;21307;21790;26270
341;21216;21762;26173
342;21185;21692;26157
343;21109;21658;26068
344;21022;21551;26002
345;20964;21465;25636
346;20912;21379;25653
347;20796;21348;25840
348;20696;21256;26157
349;20625;21200;25701
350;20551;21090;25484
351;20538;21001;25249
352;20528;20958;25287
353;20493;20895;25173
354;20458;20880;25169
355;20383;20849;25088
356;20321;20811;24955
357;20184;20923;26654
358;20113;20969;27371
359;20043;20800;26448
360;20018;20686;26303
361;19965;20706;26363
362;19940;20607;26837
363;19883;20620;26754
364;19872;20565;26582
365;19826;20475;26463
366;19798;20465;25962
367;19720;20461;26236
368;19709;20185;25774
369;19659;20225;25773
370;19644;20174;26174
371;19605;20066;25432
372;19587;19997;27110
373;19544;19952;24205
374;19522;19947;24173
375;19493;19910;24089
376;19457;19911;26936
377;19414;19928;27391
378;19362;19828;24028
379;19310;19770;25277
380;19251;19713;23970
381;19191;19672;23943
382;19137;19633;23918
383;19089;19601;26734
384;19028;19475;23766
385;18964;19437;23622
386;18938;19397;23601
387;18901;19342;23552
388;18863;19283;23507
389;18843;19271;23511
390;18803;19248;23760
391;18774;19260;26818
392;18742;19202;25198
393;18714;19204;24509
394;18689;19215;24618
395;18654;19306;26813
396;18626;19203;25025
397;18595;19116;27375
398;18586;19030;26767
399;18564;18962;23161
400;18546;18982;23498
401;18474;18977;27864
402;18468;19077;27168
403;18440;18901;23739
404;18384;18843;23065
405;18330;18815;23001
406;18330;18776;23214
407;18296;18736;23255
408;18278;18729;23503
409;18241;18695;25790
410;18233;18638;22862
411;18190;18607;22988
412;18177;18577;22793
413;18149;18571;22803
414;18139;18583;22819
415;18097;18520;23211
416;18070;18540;24706
417;18024;18500;23104
418;18006;18455;24983
419;17968;18403;26073
420;17730;18367;22604
421;17708;18369;27302
422;17684;18469;25718
423;17650;19007;26835
424;17635;18571;26300
425;17629;18605;25957
426;17614;18513;25895
427;17609;18506;26352
428;17597;18031;26124
429;17592;17961;22225
430;17567;17943;22166
431;17558;17975;22170
432;17521;17922;22204
433;17508;17941;24877
434;17473;17913;26601
435;17453;17841;22075
436;17439;17816;22011
437;17439;17849;26810
438;17381;18124;26220
439;17381;18737;26838
440;17323;18417;26931
441;17323;18815;26983
442;17283;18360;26638
443;17283;18915;26555
444;17278;17689;25807
445;17256;17668;25302
446;17251;17648;21847
447;17230;17625;21853
448;17198;17570;21848
449;17186;17646;26314
450;17172;17577;25606
451;17150;17559;21736
452;17091;17538;21761
453;17091;17509;21745
454;17080;17478;21702
455;17071;17476;21711
456;17064;17443;24144
457;17052;17651;24979
458;17043;17661;25477
459;17036;17781;25697
460;17022;17526;25817
461;16998;17672;25904
462;16993;17649;25751
463;16964;17558;25509
464;16939;17326;24436
465;16928;17316;21546
466;16912;17307;21559
467;16894;17295;21509
468;16878;17256;21445
469;16852;17291;21507
470;16832;17245;24993
471;16805;17227;21505
472;16784;17188;21447
473;16775;17166;21401
474;16763;17163;21350
475;16725;17156;21395
476;16725;17182;23703
477;16720;17472;25906
478;16698;18250;26224
479;16690;18047;26200
480;16664;17769;26339
481;16634;18304;26156
482;16634;17249;25298
483;16613;17554;25172
484;16605;16979;24121
485;16588;17002;21237
486;16581;16961;21246
487;16571;16958;24580
488;16566;16959;21185
489;16505;16934;21165
490;16505;16965;23042
491;16500;17168;24942
492;16470;17477;25620
493;16470;16863;24148
494;16462;17163;24853
495;16455;17438;25224
496;16426;17013;24762
497;16417;17033;24926
498;16405;16917;23956
499;16405;16946;24738
500;16379;17257;25291
501;16379;16889;24730
502;16374;17319;25389
503;16369;16813;24721
504;16366;16719;20995
505;16331;16769;22934
506;16331;16746;22570
507;16326;17027;24877
508;16310;17090;24800
509;16305;16689;20894
510;16302;16686;20899
511;16281;16681;20935
512;16264;16666;20828
513;16259;16648;20804
514;16248;16640;20840
515;16238;16651;23633
516;16228;16631;20879
517;16205;16611;20819
518;16195;16620;20808
519;16179;16592;20824
520;16174;16574;20800
521;16164;16537;20732
522;16152;16581;20776
523;16137;16532;20780
524;16127;16503;20790
525;16113;16502;20715
526;16106;16488;20706
527;16085;16513;20728
528;16065;16495;20718
529;16065;16498;20701
530;16049;16649;24272
531;16044;17208;24892
532;16037;17204;24985
533;16037;16830;23980
534;16019;16557;24758
535;16019;16401;20607
536;16004;16397;20585
537;15985;16418;20602
538;15984;16391;24260
539;15954;16564;25696
540;15953;16353;20607
541;15938;16341;20511
542;15921;16296;20520
543;15645;16315;20791
544;15645;16366;21445
545;15640;16394;23495
546;15619;16340;22724
547;15619;16040;20547
548;15614;16243;24858
549;15547;16703;24772
550;15536;16136;23341
551;15527;16296;24792
552;15516;16404;24819
553;15482;15864;20157
554;15464;15879;20639
555;15463;15894;20346
556;15448;15844;20079
557;15446;15824;20386
558;15418;15816;20562
559;15413;15792;20277
560;15408;15796;20044
561;15395;15779;19964
562;15386;15761;20004
563;15362;15742;19999
564;15347;15729;19957
565;15330;15728;20023
566;15320;15684;19904
567;15306;15660;19956
568;15290;15679;19911
569;15279;15667;19915
570;15279;15618;19870
571;15269;15613;19876
572;15266;15621;19780
573;15256;15603;19837
574;15254;15593;19769
575;15244;15608;19889
576;15230;15589;19818
577;15221;15582;19843
578;15208;15589;19830
579;15206;15575;19797
580;15196;15566;19839
581;15187;15556;19844
582;15186;15532;19799
583;15177;15552;19815
584;15174;15533;19816
585;15172;15524;19763
586;15167;15525;19785
587;15167;15524;19749
588;15156;15522;19749
589;15151;15536;19865
590;14892;15483;19754
591;14884;15501;19772
592;14870;15493;19759
593;14865;15216;19691
594;14860;15236;19479
595;14854;15221;19645
596;14850;15218;19423
597;14844;15211;19444
598;14839;15204;19414
599;14838;15203;19446
600;14832;15192;19596
343,346,347,348,332,305,323,331,33,35,37,40,60,72,105,371,372,394,410,395,396,412,413,414,385,415,387,375,397,398,399,378,250,251,253,275,274,276,254,256,278,257,281,283,282,258,259,285,263,265,287,262,264,288,290,266,268,292,270,272,296,297,273,294,295,271,269,293,291,267,289,286,284,261,260,280,279,255,277,252,379,377,376,417,416,386,374,373,411,384,370,369,409,249,225,248,246,224,222,223,247,244,220,243,245,221,242,218,240,241,219,217,238,239,215,236,214,216,212,234,232,208,206,228,205,231,233,237,235,213,211,210,230,209,207,229,227,203,226,204,202,367,368,393,391,406,363,381,405,403,390,389,402,401,359,358,400,388,380,360,361,362,404,382,407,408,383,364,365,392,366,103,104,102,97,96,88,95,91,78,84,83,82,77,73,87,94,90,93,89,69,65,62,53,56,58,59,66,70,63,64,67,74,85,80,75,79,86,100,98,101,99,92,81,71,61,68,76,57,55,54,52,51,50,48,43,41,38,197,175,174,199,177,201,200,176,198,196,172,171,173,195,193,169,168,192,194,170,190,166,167,191,189,188,164,165,186,163,187,184,161,160,162,185,183,182,159,180,158,156,157,181,179,178,154,155,319,317,339,315,325,351,350,334,22,25,32,26,24,19,16,21,31,28,27,17,12,4,2,20,13,6,5,7,18,10,8,1,349,309,310,324,335,311,312,313,336,352,353,354,314,326,355,356,357,327,337,338,316,318,34,36,46,49,47,44,45,42,39,15,3,9,11,14,30,29,23,153,151,150,128,152,129,127,149,148,126,124,146,125,147,123,122,144,145,121,143,119,142,120,118,140,116,117,141,139,138,114,115,137,113,136,112,110,132,134,135,111,133,131,109,108,130,106,107,308,307,333,306,304,322,303,321,345,344,302,301,300,320,299,298,340,328,341,342,329,330,;;;
