pop_size: 2000, generations: 300, Px: 0.75, Pm: 0.2, Tour: 10, Elite: 0.04;;;
1;221440;257790;285500
2;216697;243653;271291
3;208721;234059;263455
4;200078;225725;261135
5;192610;218848;246401
6;189491;212887;239611
7;188747;207317;237365
8;185355;201893;235342
9;183243;197138;229651
10;174760;192569;219251
11;174760;189234;212935
12;169214;185404;211856
13;166433;181646;205751
14;165836;178023;204531
15;158666;174704;200617
16;156470;172302;193032
17;153140;169011;199460
18;151890;165615;187998
19;150824;162142;184645
20;147117;159561;183257
21;144733;157618;184984
22;144712;155434;179066
23;139658;152625;176427
24;138507;150370;174061
25;137682;148955;174987
26;134255;146438;170058
27;132974;143065;163518
28;132258;141049;161829
29;130116;139306;160501
30;127419;137237;158641
31;123591;135380;156654
32;123591;133480;150902
33;123089;131874;152645
34;121043;129688;151113
35;119982;127330;145287
36;117589;124656;139344
37;115772;122871;135812
38;115229;120918;133064
39;114592;119091;130921
40;112036;117844;130905
41;110851;116862;128337
42;110459;115902;128373
43;109290;114580;125292
44;107151;113373;126741
45;105900;111886;125947
46;104381;110475;126869
47;102919;109062;120872
48;101744;107490;121458
49;101418;105727;116974
50;100449;104185;117385
51;99344;103181;113817
52;98677;102437;113978
53;98128;102155;115604
54;97477;101361;114636
55;96927;100387;111574
56;96144;100046;110872
57;94912;99627;111109
58;94068;98894;113673
59;94068;98339;110214
60;93644;97823;112365
61;92363;97402;108600
62;92310;96780;114294
63;90341;95935;108995
64;90084;95075;111711
65;88969;94206;107692
66;87943;93138;104652
67;87943;92234;107451
68;87049;91706;102949
69;86927;90595;106547
70;85656;88908;101405
71;85125;88479;100568
72;84432;87903;98866
73;83759;87121;97334
74;83465;86263;98449
75;82441;85408;95598
76;81647;84892;96706
77;80275;84253;94975
78;79601;83588;95584
79;79032;82673;92075
80;77823;81788;93399
81;77537;81064;91662
82;76925;80186;89448
83;76222;79451;92495
84;75041;78499;92209
85;74135;77642;87760
86;73786;76592;87355
87;72780;75690;86072
88;72455;74947;83620
89;71515;74251;83879
90;71114;73703;84344
91;71114;73411;82546
92;70478;73305;83215
93;70334;72624;84259
94;69770;71857;80619
95;69263;71425;80742
96;69000;71275;85487
97;68427;70795;80746
98;68043;70314;80625
99;67663;69984;81504
100;66939;69526;79212
101;66156;69229;77802
102;65475;68941;80235
103;64625;67990;79874
104;63801;67183;79551
105;63437;66477;76658
106;63437;65676;79077
107;62491;65244;75420
108;62309;64501;73376
109;61852;64155;72968
110;61489;63677;73744
111;61401;63114;71433
112;60718;62887;71498
113;59542;62382;71458
114;58954;61898;72359
115;58954;61100;68824
116;58207;60398;68156
117;57966;59738;67909
118;57243;59321;69740
119;57076;58828;67685
120;57002;58426;66563
121;56705;57856;65056
122;56019;57634;64603
123;56019;57473;64513
124;55605;57272;66394
125;55391;57186;66632
126;55145;56884;66978
127;54588;56976;67012
128;54134;56501;68888
129;54039;56435;65872
130;53890;56057;66499
131;53299;55928;69665
132;53299;55800;68969
133;53204;55263;67214
134;53014;54989;65180
135;52703;54845;66565
136;52671;54540;63797
137;52405;54406;64594
138;51857;53912;62992
139;51705;53763;65346
140;51705;53282;64722
141;51364;53134;64866
142;51364;52333;59118
143;51229;52334;62844
144;50860;52581;62046
145;50860;53170;63523
146;50602;53313;66675
147;50504;52648;63247
148;50106;51731;63325
149;49954;51559;61669
150;49907;51526;66212
151;49791;51384;62731
152;49425;51160;62867
153;49118;51204;62412
154;48868;51158;62791
155;48490;50980;63122
156;48490;50421;59864
157;48361;49942;61364
158;48140;49664;61804
159;47911;49204;57009
160;47472;48945;55759
161;47312;48651;55370
162;47262;48410;57410
163;46808;48161;56136
164;46678;47902;55552
165;46678;47892;59547
166;46678;48123;59167
167;46022;48146;60158
168;46022;47236;54544
169;45817;47238;55548
170;45692;47262;55921
171;45417;46875;57541
172;45064;46393;54991
173;45054;46465;56607
174;44783;46587;58510
175;44253;46973;59469
176;43918;46740;59445
177;43918;46707;59682
178;43918;46244;60862
179;43643;46518;61354
180;43643;45435;60137
181;43380;44485;55530
182;43380;44929;55298
183;43135;45600;58577
184;43135;45624;57861
185;43135;45502;58048
186;42935;44137;54332
187;42791;44401;55362
188;42546;43998;54220
189;42546;44377;55601
190;41945;44522;54663
191;41945;43387;51788
192;41945;42950;49944
