pop_size: 2000, generations: 300, Px: 0.75, Pm: 0.2, Tour: 10, Elite: 0.04;;;
193;41873;42844;50082
194;41572;42607;49718
195;41572;42403;48771
196;41355;42326;49563
197;40982;42119;51785
198;40891;42108;51157
199;40588;42030;50102
200;40331;41608;49528
201;40174;41350;48952
202;40084;41140;48205
203;39857;40851;48091
204;39834;40727;49399
205;39503;40444;47693
206;39446;40539;47780
207;39126;40446;49780
208;38984;40257;48786
209;38821;40118;47930
210;38569;39899;48688
211;38186;39592;47648
212;38186;39446;47427
213;37882;39410;46837
214;37882;39201;45951
215;37715;38900;46479
216;37660;38831;46180
217;37483;38882;47901
218;37315;38503;47309
219;37261;38296;46581
220;37021;38054;45528
221;36872;37894;46990
222;36564;37771;44918
223;36475;37688;46772
224;36367;37374;44037
225;36181;37098;44308
226;36126;36993;44233
227;36099;36996;45497
228;35784;36786;45967
229;35729;36699;45440
230;35607;36585;43376
231;35495;36529;43798
232;35495;36226;44161
233;35342;36195;44070
234;35261;36089;43722
235;34893;36047;43321
236;34893;35998;45607
237;34660;35965;45034
238;34573;35838;43854
239;34498;35761;45083
240;34498;35169;42514
241;34412;35130;41907
242;34372;35049;42381
243;34312;34913;42419
244;33999;34907;42146
245;33959;34856;41512
246;33898;34765;41909
247;33751;34650;42163
248;33688;34466;41612
249;33501;34356;41631
250;33373;34258;41213
251;33318;34141;41428
252;33190;33960;40835
253;33190;33850;40851
254;33190;33790;40863
255;33046;33647;40855
256;33046;33671;40855
257;32842;33672;40607
258;32842;33600;40590
259;32698;33584;41191
260;32540;33486;42041
261;32540;33256;41989
262;32470;33226;40989
263;32470;33059;39956
264;32339;33011;42611
265;32339;33284;44291
266;32146;33785;43778
267;32146;33818;43304
268;31953;33722;43803
269;31953;33578;41671
270;31892;33243;43337
271;31816;33057;43013
272;31816;33181;42026
273;31554;33318;43764
274;31509;33114;42571
275;31386;33266;41514
276;31386;33083;42437
277;31336;32637;43194
278;31336;32596;42189
279;31336;32713;42571
280;31245;32007;40806
281;31195;31821;38629
282;30991;31865;39118
283;30900;31803;39026
284;30777;31685;39589
285;30650;31600;39025
286;30650;31389;38577
287;30589;31289;38992
288;30464;31279;38785
289;30464;31330;38741
290;30439;31113;38588
291;30348;31071;37733
292;30307;30980;39219
293;30307;31046;39832
294;30183;31110;40426
295;30183;30980;38901
296;30067;30683;37972
297;30067;30694;37695
298;29981;30604;38272
299;29981;30546;37603
300;29975;30571;37820
28,1,49,90,106,79,137,134,53,19,75,97,143,56,139,8,122,42,133,138,89,31,80,119,118,124,129,26,65,4,66,70,22,16,88,94,18,24,111,102,99,104,38,36,84,10,6,72,127,59,141,74,17,15,11,21,113,63,92,130,142,105,148,67,108,58,61,25,81,69,64,40,54,2,144,114,44,50,73,68,85,107,121,30,101,39,147,116,82,126,95,13,76,33,146,103,37,5,52,78,96,48,100,41,71,136,3,14,132,112,29,46,43,128,123,120,115,35,86,27,12,149,55,83,34,135,140,125,51,87,145,9,117,7,57,20,150,62,60,77,110,23,98,91,45,32,109,47,131,93,;;;
